player,player_id,team_id,stint,start,end,team_from,trade_id,transaction_type,n_points,n_games,w_bat,w_sp,w_rp,ppg
Willy Adames,33675,14,0,1,153,NA,NA,Draft,303,108,1,0,0,2.8055555555555554
Wilmer Flores,30627,11,0,1,153,NA,NA,Draft,302,120,1,0,0,2.5166666666666666
Xander Bogaerts,31606,4,0,1,153,NA,NA,Draft,356,129,1,0,0,2.75968992248062
Yadier Molina,5986,11,0,1,1,NA,NA,Draft,-1,1,1,0,0,-1
Yandy Diaz,33481,5,0,1,56,NA,NA,Draft,0,0,1,0,0,0
Yasmani Grandal,30950,12,0,1,57,NA,NA,Draft,47,43,1,0,0,1.0930232558139534
Yoan Moncada,33984,13,0,1,145,NA,NA,Draft,129,76,1,0,0,1.6973684210526316
Yordan Alvarez,36018,12,0,1,153,NA,NA,Draft,406.5,110,1,0,0,3.6954545454545453
Yu Darvish,32055,11,0,1,149,NA,NA,Draft,452.5,23,0,1,0,19.67391304347826
Yuli Gurriel,36006,11,0,1,153,NA,NA,Draft,200.5,104,1,0,0,1.9278846153846154
Yusei Kikuchi,41415,11,0,1,18,NA,NA,Draft,18.5,3,0,1,0,6.166666666666667
Zac Gallen,39910,8,0,1,153,NA,NA,Draft,479.5,26,0,1,0,18.442307692307693
Zach Plesac,42169,1,0,1,31,NA,NA,Draft,41,5,0,1,0,8.2
Zack Greinke,5883,14,0,1,17,NA,NA,Draft,23.5,3,0,1,0,7.833333333333333
Zack Wheeler,31267,6,0,1,153,NA,NA,Draft,405.5,23,0,1,0,17.630434782608695
Cavan Biggio,37639,13,1,2,3,NA,NA,Free Agent,-2,2,1,0,0,-1
Jameson Taillon,31258,1,1,2,17,NA,NA,Free Agent,31.5,3,0,1,0,10.5
Kyle Higashioka,30545,11,1,2,6,NA,NA,Free Agent,-1.5,4,1,0,0,-0.375
Mike Zunino,32657,1,1,2,10,NA,NA,Free Agent,-1,6,1,0,0,-0.16666666666666666
Travis d'Arnaud,29951,2,1,2,134,NA,NA,Free Agent,175,69,1,0,0,2.536231884057971
Anthony Bender,42171,12,1,3,6,NA,NA,Free Agent,3,2,0,0,1,1.5
Corey Kluber,30981,6,1,3,11,NA,NA,Free Agent,14,1,0,1,0,14
David Robertson,29172,2,1,3,4,NA,NA,Free Agent,0,0,0,0,1,0
Gavin Lux,40423,9,1,3,40,NA,NA,Free Agent,51,27,1,0,0,1.8888888888888888
Jeremy Pena,41273,14,1,3,150,NA,NA,Free Agent,180.5,90,1,0,0,2.0055555555555555
Lance McCullers Jr.,32764,6,1,3,51,NA,NA,Free Agent,0,0,NA,NA,NA,0
Taijuan Walker,31864,1,1,3,5,NA,NA,Free Agent,10,1,0,1,0,10
Nick Madrigal,41170,13,1,4,4,NA,NA,Free Agent,-1,1,1,0,0,-1
Devin Williams,33224,2,1,5,5,NA,NA,Free Agent,0,0,NA,NA,NA,0
Hunter Greene,39635,12,1,5,23,NA,NA,Free Agent,13.5,2,0,1,0,6.75
Jake Diekman,32178,6,1,5,18,NA,NA,Free Agent,14.5,5,0,0,1,2.9
Jurickson Profar,31117,13,1,5,30,NA,NA,Free Agent,54,23,1,0,0,2.347826086956522
Andrew Vaughn,42394,14,1,6,153,NA,NA,Free Agent,267.5,104,1,0,0,2.5721153846153846
Connor Joe,35440,14,1,6,148,NA,NA,Free Agent,211.5,99,1,0,0,2.1363636363636362
Kyle Wright,39652,2,1,6,153,NA,NA,Free Agent,422,24,0,1,0,17.583333333333332
Michael Lorenzen,33252,1,1,6,13,NA,NA,Free Agent,-1.5,1,0,1,0,-1.5
Mitch Garver,33667,5,1,6,20,NA,NA,Free Agent,0,0,1,0,0,0
Steven Kwan,41996,4,1,6,48,NA,NA,Free Agent,48.5,24,1,0,0,2.0208333333333335
Tylor Megill,3332018,4,1,6,72,NA,NA,Free Agent,62,7,0,1,0,8.857142857142858
Adley Rutschman,42178,1,1,7,8,NA,NA,Free Agent,0,0,NA,NA,NA,0
Brad Miller,32206,11,1,7,23,NA,NA,Free Agent,7.5,12,1,0,0,0.625
David Robertson,29172,12,2,7,53,NA,NA,Free Agent,45,12,0,0,1,3.75
Ji-Man Choi,31779,2,1,7,26,NA,NA,Free Agent,11,6,1,0,0,1.8333333333333333
Patrick Wisdom,32861,12,1,7,7,NA,NA,Free Agent,-1,1,1,0,0,-1
Kendall Graveman,33636,7,1,8,46,NA,NA,Free Agent,39.5,15,0,0,1,2.6333333333333333
Merrill Kelly,32968,14,1,8,153,NA,NA,Free Agent,346,21,0,1,0,16.476190476190474
Owen Miller,41187,14,1,8,89,NA,NA,Free Agent,105,64,1,0,0,1.640625
Seth Brown,35676,12,1,8,10,NA,NA,Free Agent,-0.5,2,1,0,0,-0.25
Joey Wendle,33017,2,1,9,34,NA,NA,Free Agent,37.5,18,1,0,0,2.0833333333333335
MacKenzie Gore,39636,1,1,9,34,NA,NA,Free Agent,63,5,0,1,0,12.6
Oscar Mercado,35170,7,1,9,19,NA,NA,Free Agent,5,9,1,0,0,0.5555555555555556
Brad Keller,35292,12,1,10,17,NA,NA,Free Agent,5,1,0,1,0,5
Aaron Loup,32397,9,1,11,33,NA,NA,Free Agent,31.5,9,0,0,1,3.5
Devin Williams,33224,13,2,11,11,NA,NA,Free Agent,-2,1,0,0,1,-2
Jesus Sanchez,39957,12,1,11,27,NA,NA,Free Agent,24,15,1,0,0,1.6
Joey Bart,41168,1,1,11,11,NA,NA,Free Agent,0,0,NA,NA,NA,0
Kyle Farmer,33287,12,1,11,14,NA,NA,Free Agent,1.5,3,1,0,0,0.5
Miles Mikolas,32116,1,1,11,153,NA,NA,Free Agent,414,25,0,1,0,16.56
Andrew Heaney,32672,6,1,12,14,NA,NA,Free Agent,0,0,NA,NA,NA,0
Austin Nola,32961,1,1,12,31,NA,NA,Free Agent,11.5,13,1,0,0,0.8846153846153846
Chad Green,33325,13,1,12,13,NA,NA,Free Agent,0,0,NA,NA,NA,0
Daniel Bard,30158,14,1,12,33,NA,NA,Free Agent,39.5,6,0,0,1,6.583333333333333
Hunter Dozier,33233,11,1,12,28,NA,NA,Free Agent,10,10,1,0,0,1
Josiah Gray,41165,13,1,12,13,NA,NA,Free Agent,18,1,0,1,0,18
Patrick Corbin,31313,13,1,12,16,NA,NA,Free Agent,-13.5,1,0,1,0,-13.5
Thairo Estrada,36485,7,1,12,144,NA,NA,Free Agent,177.5,80,1,0,0,2.21875
Cal Quantrill,39875,5,1,13,153,NA,NA,Free Agent,309.5,23,0,1,0,13.456521739130435
Michael Wacha,32640,9,1,13,21,NA,NA,Free Agent,31,2,0,1,0,15.5
Tyler Wade,33878,11,1,13,24,NA,NA,Free Agent,-0.5,1,1,0,0,-0.5
Albert Pujols,4574,1,1,14,16,NA,NA,Free Agent,-1.5,1,1,0,0,-1.5
Dylan Bundy,32094,9,1,14,33,NA,NA,Free Agent,4,3,0,1,0,1.3333333333333333
Jonathan Schoop,31988,13,1,14,39,NA,NA,Free Agent,22,22,1,0,0,1
Patrick Wisdom,32861,2,2,14,126,NA,NA,Free Agent,197,94,1,0,0,2.095744680851064
Paul Blackburn,32776,13,1,14,15,NA,NA,Free Agent,14,1,0,1,0,14
Spencer Strider,4307825,9,1,14,21,NA,NA,Free Agent,-11.5,1,0,0,1,-11.5
Frank Schwindel,34714,12,1,15,25,NA,NA,Free Agent,2.5,8,1,0,0,0.3125
Julio Rodriguez,41044,12,1,15,15,NA,NA,Free Agent,-2,1,1,0,0,-2
Keegan Thompson,41086,4,1,15,40,NA,NA,Free Agent,33.5,5,0,0.4,0.6,6.7
Robbie Grossman,31385,6,1,15,31,NA,NA,Free Agent,30,13,1,0,0,2.3076923076923075
Rowdy Tellez,34287,6,1,15,15,NA,NA,Free Agent,0,0,NA,NA,NA,0
Clay Holmes,32827,2,1,16,18,NA,NA,Free Agent,2,1,0,0,1,2
David Peterson,40921,6,1,16,16,NA,NA,Free Agent,14.5,1,0,1,0,14.5
Josiah Gray,41165,13,2,16,16,NA,NA,Free Agent,0,0,NA,NA,NA,0
Wil Crowe,40957,12,1,16,21,NA,NA,Free Agent,1,2,0,0,1,0.5
Daniel Vogelbach,32851,9,1,17,19,NA,NA,Free Agent,2,1,1,0,0,2
Michael King,40429,1,1,17,49,NA,NA,Free Agent,42.5,9,0,0,1,4.722222222222222
Omar Narvaez,34254,6,1,17,18,NA,NA,Free Agent,-2,2,1,0,0,-1
Tony Gonsolin,38958,13,1,17,20,NA,NA,Free Agent,8.5,1,0,1,0,8.5
Will Smith,31549,13,1,17,27,NA,NA,Free Agent,17.5,5,0,0,1,3.5
Brandon Marsh,40803,14,1,18,32,NA,NA,Free Agent,15,12,1,0,0,1.25
Isiah Kiner-Falefa,33572,11,1,18,40,NA,NA,Free Agent,26,17,1,0,0,1.5294117647058822
Julio Rodriguez,41044,12,2,18,18,NA,NA,Free Agent,2.5,1,1,0,0,2.5
Rowdy Tellez,34287,1,2,18,21,NA,NA,Free Agent,6.5,4,1,0,0,1.625
Alejandro Kirk,42081,6,1,19,19,NA,NA,Free Agent,0,1,1,0,0,0
Christian Walker,32758,12,1,19,20,NA,NA,Free Agent,0.5,2,1,0,0,0.25
Devin Williams,33224,6,3,19,153,NA,NA,Free Agent,230,49,0,0,1,4.6938775510204085
Eric Lauer,39915,11,1,19,153,NA,NA,Free Agent,151.5,13,0,1,0,11.653846153846153
Jonah Heim,33842,11,1,19,153,NA,NA,Free Agent,191.5,99,1,0,0,1.9343434343434343
Jorge Lopez,33833,2,1,19,24,NA,NA,Free Agent,7,2,0,0,1,3.5
Josiah Gray,41165,13,3,19,20,NA,NA,Free Agent,10.5,1,0,1,0,10.5
Julio Rodriguez,41044,4,2,19,153,NA,NA,Free Agent,325,103,1,0,0,3.1553398058252426
Alec Bohm,41169,9,1,20,43,NA,NA,Free Agent,37.5,21,1,0,0,1.7857142857142858
Andrew Heaney,32672,7,2,20,25,NA,NA,Free Agent,0,0,NA,NA,NA,0
Mike Zunino,32657,6,2,20,20,NA,NA,Free Agent,-0.5,1,1,0,0,-0.5
Taylor Ward,34923,7,1,20,153,NA,NA,Free Agent,242.5,99,1,0,0,2.4494949494949494
AJ Pollock,30699,12,0,21,52,9,1,Trade,47,24,1,0,0,1.9583333333333333
Avisail Garcia,30729,5,1,21,153,NA,NA,Free Agent,78,63,1,0,0,1.2380952380952381
Lucas Sims,32807,13,1,21,28,NA,NA,Free Agent,-6,2,0,0,1,-3
Max Kepler,31870,12,1,21,153,NA,NA,Free Agent,215.5,93,1,0,0,2.317204301075269
Michael Chavis,33823,13,1,21,23,NA,NA,Free Agent,0,0,1,0,0,0
Stephen Strasburg,30373,9,0,21,71,12,1,Trade,-5,1,0,1,0,-5
Yusei Kikuchi,41415,6,1,21,23,NA,NA,Free Agent,0,0,0,1,0,0
Carlos Santana,30280,1,1,22,28,NA,NA,Free Agent,11,5,1,0,0,2.2
Chad Kuhl,35021,9,1,22,25,NA,NA,Free Agent,0,0,0,1,0,0
Clay Holmes,32827,6,2,22,93,NA,NA,Free Agent,136,27,0,0,1,5.037037037037037
David Bednar,38303,9,1,22,143,NA,NA,Free Agent,138,33,0,0,1,4.181818181818182
Jameson Taillon,31258,1,2,22,22,NA,NA,Free Agent,5,1,0,1,0,5
Santiago Espinal,39924,12,1,22,55,NA,NA,Free Agent,43.5,28,1,0,0,1.5535714285714286
Dany Jimenez,42380,1,1,23,24,NA,NA,Free Agent,1,1,0,0,1,1
Adley Rutschman,42178,1,2,24,25,NA,NA,Free Agent,0,0,NA,NA,NA,0
Chris Flexen,36067,12,1,24,32,NA,NA,Free Agent,0,0,0,1,0,0
Cole Irvin,39869,4,1,24,29,NA,NA,Free Agent,18,1,0,1,0,18
Corey Kluber,30981,13,2,24,34,NA,NA,Free Agent,10.5,2,0,1,0,5.25
Ha-Seong Kim,4089862,7,1,24,35,NA,NA,Free Agent,-2.5,4,1,0,0,-0.625
Josiah Gray,41165,6,4,24,42,NA,NA,Free Agent,39.5,2,0,1,0,19.75
Yadier Molina,5986,11,1,24,24,NA,NA,Free Agent,1,1,1,0,0,1
Anthony Bass,31144,1,1,25,28,NA,NA,Free Agent,3.5,1,0,0,1,3.5
Brad Keller,35292,11,2,25,45,NA,NA,Free Agent,20.5,1,0,1,0,20.5
Drew Smith,39685,2,1,25,50,NA,NA,Free Agent,22.5,9,0,0,1,2.5
Jesus Aguilar,32132,6,1,25,49,NA,NA,Free Agent,48.5,21,1,0,0,2.3095238095238093
Omar Narvaez,34254,11,2,25,26,NA,NA,Free Agent,1,1,1,0,0,1
Adrian Houser,32157,12,1,26,29,NA,NA,Free Agent,5.5,1,0,1,0,5.5
Brandon Crawford,30469,1,1,26,29,NA,NA,Free Agent,6.5,2,1,0,0,3.25
Bruce Zimmermann,41118,7,1,26,43,NA,NA,Free Agent,32,3,0,1,0,10.666666666666666
Chris Paddack,35999,9,1,26,35,NA,NA,Free Agent,12,2,0,1,0,6
Ryan Helsley,39909,7,1,26,153,NA,NA,Free Agent,195.5,37,0,0,1,5.283783783783784
Chad Kuhl,35021,11,2,27,45,NA,NA,Free Agent,22,1,0,1,0,22
Dakota Hudson,38680,2,1,27,27,NA,NA,Free Agent,11,1,0,1,0,11
Cole Sulser,37825,2,1,28,33,NA,NA,Free Agent,-6,2,0,0,1,-3
Dany Jimenez,42380,7,2,28,65,NA,NA,Free Agent,25,13,0,0,1,1.9230769230769231
Wil Crowe,40957,12,2,28,28,NA,NA,Free Agent,3,1,0,0,1,3
Zack Greinke,5883,13,1,28,32,NA,NA,Free Agent,6,1,0,1,0,6
Jake McGee,28959,13,1,29,29,NA,NA,Free Agent,-6,1,0,0,1,-6
Rowdy Tellez,34287,1,3,29,153,NA,NA,Free Agent,254.5,101,1,0,0,2.51980198019802
Yadiel Hernandez,40822,12,1,29,29,NA,NA,Free Agent,2,1,1,0,0,2
Yusei Kikuchi,41415,1,2,29,80,NA,NA,Free Agent,39,8,0,1,0,4.875
Brandon Drury,32269,4,1,30,153,NA,NA,Free Agent,287.5,96,1,0,0,2.9947916666666665
Christian Walker,32758,12,2,30,124,NA,NA,Free Agent,223,81,1,0,0,2.753086419753086
Jhoan Duran,41109,1,1,30,153,NA,NA,Free Agent,190,41,0,0,1,4.634146341463414
Spencer Strider,4307825,12,2,30,30,NA,NA,Free Agent,16,1,0,1,0,16
Tanner Rainey,38582,13,1,30,37,NA,NA,Free Agent,-3.5,2,0,0,1,-1.75
Brandon Crawford,30469,13,2,31,49,NA,NA,Free Agent,33.5,15,1,0,0,2.2333333333333334
Wil Crowe,40957,12,3,31,31,NA,NA,Free Agent,-6,1,0,0,1,-6
Harrison Bader,35062,12,1,32,32,NA,NA,Free Agent,2,1,1,0,0,2
Jurickson Profar,31117,6,2,32,153,NA,NA,Free Agent,268.5,100,1,0,0,2.685
Michael Wacha,32640,1,2,32,32,NA,NA,Free Agent,0,0,NA,NA,NA,0
Mike Zunino,32657,1,3,32,34,NA,NA,Free Agent,-0.5,2,1,0,0,-0.25
George Kirby,42406,1,1,33,49,NA,NA,Free Agent,15,2,0,1,0,7.5
Manuel Margot,33599,14,1,33,39,NA,NA,Free Agent,8.5,3,1,0,0,2.8333333333333335
Paul Blackburn,32776,12,2,33,33,NA,NA,Free Agent,24,1,0,1,0,24
Tony Gonsolin,38958,13,2,33,34,NA,NA,Free Agent,17,1,0,1,0,17
Zach Plesac,42169,12,1,33,42,NA,NA,Free Agent,14.5,1,0,1,0,14.5
Adam Frazier,33546,14,0,34,112,9,3,Trade,96.5,55,1,0,0,1.7545454545454546
Anthony Bass,31144,4,2,34,59,NA,NA,Free Agent,7,6,0,0,1,1.1666666666666667
Anthony Bender,42171,12,2,34,34,NA,NA,Free Agent,0,0,NA,NA,NA,0
Austin Gomber,34897,2,1,34,53,NA,NA,Free Agent,11.5,3,0,1,0,3.8333333333333335
Charlie Blackmon,31084,14,0,34,153,9,3,Trade,245.5,91,1,0,0,2.697802197802198
Daniel Bard,30158,9,1,34,153,14,3,Trade,148.5,37,0,0,1,4.013513513513513
DJ LeMahieu,30765,9,0,34,153,14,3,Trade,255.5,94,1,0,0,2.7180851063829787
Harrison Bader,35062,9,2,34,72,NA,NA,Free Agent,73.5,33,1,0,0,2.227272727272727
Josh Winder,4298418,1,1,34,41,NA,NA,Free Agent,0,0,0,0.5,0.5,0
Martin Perez,31098,9,1,34,153,NA,NA,Free Agent,340,20,0,1,0,17
Rafael Montero,32631,1,1,34,153,NA,NA,Free Agent,155.5,46,0,0,1,3.380434782608696
Robbie Grossman,31385,11,2,34,37,NA,NA,Free Agent,5,4,1,0,0,1.25
Spencer Strider,4307825,11,3,34,153,NA,NA,Free Agent,247.5,15,0,0.7727272727272727,0.2272727272727273,16.5
Adley Rutschman,42178,13,3,35,60,NA,NA,Free Agent,0.5,5,1,0,0,0.1
Adrian Houser,32157,12,2,35,35,NA,NA,Free Agent,1,1,0,1,0,1
Chad Green,33325,13,2,35,37,NA,NA,Free Agent,6.5,1,0,0,1,6.5
Jeff McNeil,33900,1,0,35,153,6,2,Trade,228,92,1,0,0,2.4782608695652173
Jesse Winker,32833,6,0,35,153,1,2,Trade,200.5,87,1,0,0,2.3045977011494254
Josh Naylor,35066,2,1,35,153,NA,NA,Free Agent,177.5,76,1,0,0,2.335526315789474
Noah Syndergaard,31730,1,0,35,153,6,2,Trade,143.5,15,0,1,0,9.566666666666666
Reid Detmers,4326697,4,1,35,46,NA,NA,Free Agent,5,1,0,1,0,5
William Contreras,39895,1,1,35,78,NA,NA,Free Agent,73.5,27,1,0,0,2.7222222222222223
Andres Gimenez,37729,7,1,36,49,NA,NA,Free Agent,14.5,7,1,0,0,2.0714285714285716
Juan Yepez,4895558,12,1,36,36,NA,NA,Free Agent,0.5,1,1,0,0,0.5
Tony Gonsolin,38958,9,3,36,144,NA,NA,Free Agent,281,14,0,1,0,20.071428571428573
Yadiel Hernandez,40822,6,2,36,37,NA,NA,Free Agent,1,1,1,0,0,1
Dane Dunning,36080,2,1,37,39,NA,NA,Free Agent,5.5,1,0,1,0,5.5
Kyle Freeland,33839,12,1,37,37,NA,NA,Free Agent,-11,1,0,1,0,-11
Aaron Ashby,41325,12,1,38,39,NA,NA,Free Agent,22.5,1,0,1,0,22.5
Ben Gamel,31824,11,1,38,44,NA,NA,Free Agent,-2.5,5,1,0,0,-0.5
Jose Quintana,32106,6,1,38,45,NA,NA,Free Agent,30.5,2,0,1,0,15.25
Lou Trivino,35844,13,1,38,38,NA,NA,Free Agent,2,1,0,0,1,2
Ryan Tepera,32107,13,1,38,38,NA,NA,Free Agent,4.5,1,0,0,1,4.5
A.J. Puk,36201,2,1,39,41,NA,NA,Free Agent,2,2,0,0,1,1
Gregory Soto,39804,13,1,39,126,NA,NA,Free Agent,106,27,0,0,1,3.925925925925926
Jameson Taillon,31258,13,3,39,41,NA,NA,Free Agent,4.5,1,0,1,0,4.5
Joe Barlow,41741,13,1,39,40,NA,NA,Free Agent,8.5,2,0,0,1,4.25
Paul Blackburn,32776,14,3,39,60,NA,NA,Free Agent,33,3,0,1,0,11
Brandon Marsh,40803,12,2,40,40,NA,NA,Free Agent,4,1,1,0,0,4
Brendan Rodgers,35073,14,1,40,153,NA,NA,Free Agent,226.5,96,1,0,0,2.359375
Corey Kluber,30981,13,3,40,46,NA,NA,Free Agent,22,2,0,1,0,11
Ha-Seong Kim,4089862,2,2,40,64,NA,NA,Free Agent,21,21,1,0,0,1
Brandon Nimmo,32159,11,0,41,153,2,4,Trade,231,88,1,0,0,2.625
Brandon Woodruff,37515,2,0,41,153,11,4,Trade,247,14,0,1,0,17.642857142857142
Ian Anderson,40916,12,1,41,68,NA,NA,Free Agent,38.5,5,0,1,0,7.7
J.P. Feyereisen,36011,2,1,41,63,NA,NA,Free Agent,31.5,8,0,0,1,3.9375
Joey Gallo,32818,11,0,41,87,2,4,Trade,16.5,19,1,0,0,0.868421052631579
Johnny Cueto,28955,9,1,41,153,NA,NA,Free Agent,161.5,11,0,1,0,14.681818181818182
Mark Melancon,29446,13,1,41,44,NA,NA,Free Agent,9,2,0,0,1,4.5
Tyler Anderson,32151,4,1,41,46,NA,NA,Free Agent,22,1,0,1,0,22
Jonathan Schoop,31988,13,2,42,44,NA,NA,Free Agent,0,0,1,0,0,0
MacKenzie Gore,39636,2,2,42,44,NA,NA,Free Agent,0,0,NA,NA,NA,0
Juan Yepez,4895558,6,2,43,60,NA,NA,Free Agent,35,15,1,0,0,2.3333333333333335
Nick Pivetta,36071,12,1,43,153,NA,NA,Free Agent,180.5,15,0,1,0,12.033333333333333
Tommy La Stella,32217,8,1,43,153,NA,NA,Free Agent,71,56,1,0,0,1.2678571428571428
Michael Wacha,32640,7,3,44,46,NA,NA,Free Agent,7.5,1,0,1,0,7.5
Nolan Gorman,41174,9,1,44,97,NA,NA,Free Agent,97.5,47,1,0,0,2.074468085106383
Adam Ottavino,29705,13,1,45,45,NA,NA,Free Agent,1,1,0,0,1,1
Chris Flexen,36067,2,2,45,45,NA,NA,Free Agent,-5.5,1,0,1,0,-5.5
Madison Bumgarner,29949,11,1,45,45,NA,NA,Free Agent,15,1,0,1,0,15
Michael Lorenzen,33252,13,2,45,45,NA,NA,Free Agent,23.5,1,0,1,0,23.5
Wade Miley,31094,6,1,45,46,NA,NA,Free Agent,13,1,0,1,0,13
Alec Bohm,41169,6,2,46,67,NA,NA,Free Agent,20.5,17,1,0,0,1.2058823529411764
Isiah Kiner-Falefa,33572,2,2,46,46,NA,NA,Free Agent,1,2,1,0,0,0.5
Jameson Taillon,31258,11,4,46,153,NA,NA,Free Agent,223.5,16,0,1,0,13.96875
Jonathan Loaisiga,39807,13,1,46,46,NA,NA,Free Agent,-9,1,0,0,1,-9
Taijuan Walker,31864,11,2,46,48,NA,NA,Free Agent,26,1,0,1,0,26
Zack Greinke,5883,13,2,46,47,NA,NA,Free Agent,-5,1,0,1,0,-5
A.J. Minter,36133,7,1,47,153,NA,NA,Free Agent,146.5,42,0,0,1,3.488095238095238
Chad Kuhl,35021,4,3,47,47,NA,NA,Free Agent,4.5,1,0,1,0,4.5
Joey Wendle,33017,2,2,47,56,NA,NA,Free Agent,1.5,4,1,0,0,0.375
MacKenzie Gore,39636,4,3,47,113,NA,NA,Free Agent,50.5,5,0,0.7777777777777778,0.2222222222222222,10.1
Manuel Margot,33599,6,2,47,75,NA,NA,Free Agent,44,24,1,0,0,1.8333333333333333
Marco Gonzales,33158,13,1,47,47,NA,NA,Free Agent,1,1,0,1,0,1
Mark Melancon,29446,13,2,47,52,NA,NA,Free Agent,6,1,0,0,1,6
Michael Lorenzen,33252,7,3,47,88,NA,NA,Free Agent,36.5,4,0.14285714285714285,0.8571428571428571,1.1102230246251565e-16,9.125
Will Smith,31549,13,2,47,48,NA,NA,Free Agent,3.5,1,0,0,1,3.5
Joe Barlow,41741,4,2,48,102,NA,NA,Free Agent,32.5,17,0,0,1,1.911764705882353
Jonathan Schoop,31988,13,3,48,48,NA,NA,Free Agent,0,0,1,0,0,0
Keegan Thompson,41086,11,2,48,50,NA,NA,Free Agent,0,0,NA,NA,NA,0
Patrick Corbin,31313,13,2,48,50,NA,NA,Free Agent,12.5,1,0,1,0,12.5
Clarke Schmidt,41085,11,1,49,66,NA,NA,Free Agent,3,5,0,0,1,0.6
Darin Ruf,31470,4,1,49,54,NA,NA,Free Agent,-4,3,1,0,0,-1.3333333333333333
Hunter Greene,39635,13,2,49,50,NA,NA,Free Agent,3,1,0,1,0,3
Trent Grisham,34995,13,1,49,49,NA,NA,Free Agent,1,1,1,0,0,1
Aaron Judge,33192,1,0,50,153,2,5,Trade,405.5,89,1,0,0,4.556179775280899
Emilio Pagan,33403,1,1,50,59,NA,NA,Free Agent,2,3,0,0,1,0.6666666666666666
Jonathan Schoop,31988,13,4,50,68,NA,NA,Free Agent,26.5,17,1,0,0,1.5588235294117647
Juan Soto,36969,2,0,50,153,1,5,Trade,282,83,1,0,0,3.397590361445783
Justin Steele,41022,6,1,50,50,NA,NA,Free Agent,-14,1,0,1,0,-14
Luis Castillo,35124,6,0,50,153,4,6,Trade,342.5,16,0,1,0,21.40625
Marcell Ozuna,31668,4,0,50,93,6,6,Trade,99,37,1,0,0,2.675675675675676
Michael King,40429,2,1,50,107,1,5,Trade,92.5,20,0,0,1,4.625
Nolan Arenado,31261,2,0,50,153,1,5,Trade,282,83,1,0,0,3.397590361445783
Robbie Grossman,31385,13,3,50,51,NA,NA,Free Agent,5.5,1,1,0,0,5.5
Sean Manaea,33244,1,0,50,153,2,5,Trade,166,16,0,1,0,10.375
Tim Anderson,33184,1,0,50,153,2,5,Trade,69,41,1,0,0,1.6829268292682926
Tyler Anderson,32151,7,2,50,153,NA,NA,Free Agent,290.5,17,0,1,0,17.08823529411765
Tyler Naquin,32788,1,1,50,53,NA,NA,Free Agent,7.5,2,1,0,0,3.75
Alek Thomas,41215,13,1,51,56,NA,NA,Free Agent,7.5,6,1,0,0,1.25
Carlos Santana,30280,6,2,51,51,NA,NA,Free Agent,1,1,1,0,0,1
Chad Kuhl,35021,2,4,51,57,NA,NA,Free Agent,19.5,1,0,1,0,19.5
Matt Carpenter,31015,11,1,51,66,NA,NA,Free Agent,5,4,1,0,0,1.25
Tanner Houck,41009,13,1,51,56,NA,NA,Free Agent,12,2,0,0,1,6
Zach Plesac,42169,13,2,51,66,NA,NA,Free Agent,53.5,3,0,1,0,17.833333333333332
Chris Flexen,36067,13,3,52,56,NA,NA,Free Agent,0,0,NA,NA,NA,0
Gavin Lux,40423,6,2,52,55,NA,NA,Free Agent,6.5,4,1,0,0,1.625
Jesus Aguilar,32132,6,2,52,53,NA,NA,Free Agent,3,2,1,0,0,1.5
Jorge Lopez,33833,2,2,52,53,NA,NA,Free Agent,6,1,0,0,1,6
Dane Dunning,36080,13,2,53,53,NA,NA,Free Agent,4,1,0,1,0,4
Kyle Lewis,36188,12,1,53,55,NA,NA,Free Agent,0,0,NA,NA,NA,0
Aaron Ashby,41325,6,2,54,94,NA,NA,Free Agent,44,5,0,1,0,8.8
Brad Boxberger,31495,13,1,54,54,NA,NA,Free Agent,9,1,0,0,1,9
Brandon Crawford,30469,1,3,54,57,NA,NA,Free Agent,2.5,3,1,0,0,0.8333333333333334
Corey Kluber,30981,9,4,54,153,NA,NA,Free Agent,193,14,0,1,0,13.785714285714286
Daniel Hudson,30376,12,1,54,79,NA,NA,Free Agent,34.5,8,0,0,1,4.3125
Frank Schwindel,34714,13,2,54,54,NA,NA,Free Agent,3,2,1,0,0,1.5
Michael Wacha,32640,2,4,54,57,NA,NA,Free Agent,17,1,0,1,0,17
Trevor Gott,33614,2,1,54,54,NA,NA,Free Agent,-1,1,0,0,1,-1
Devin Smeltzer,41120,2,1,55,55,NA,NA,Free Agent,19,1,0,1,0,19
George Kirby,42406,4,2,55,153,NA,NA,Free Agent,173.5,12,0,1,0,14.458333333333334
Gio Urshela,32721,13,1,55,55,NA,NA,Free Agent,-1.5,1,1,0,0,-1.5
Jason Adam,32145,13,1,55,57,NA,NA,Free Agent,3.5,2,0,0,1,1.75
Kole Calhoun,31413,1,1,55,64,NA,NA,Free Agent,6.5,6,1,0,0,1.0833333333333333
Andrew Heaney,32672,2,3,56,153,NA,NA,Free Agent,110.5,9,0,1,0,12.277777777777779
Garrett Cooper,33398,12,1,56,57,NA,NA,Free Agent,7,2,1,0,0,3.5
Jesus Aguilar,32132,6,3,56,60,NA,NA,Free Agent,8,5,1,0,0,1.6
Jesus Sanchez,39957,12,2,56,56,NA,NA,Free Agent,11.5,2,1,0,0,5.75
Jose Iglesias,30382,12,1,56,56,NA,NA,Free Agent,9,2,1,0,0,4.5
Josh Rojas,40718,13,1,56,153,NA,NA,Free Agent,196,75,1,0,0,2.6133333333333333
